time,open,high,low,close,volume
2026-05-24 21:00:00,2093.14,2110.9,2063.72,2071.56,481.2887
2026-05-24 22:00:00,2070.59,2099.41,2070.59,2091.85,448.3434
2026-05-24 23:00:00,2092.38,2106.01,2091.83,2099.61,426.0259
2026-05-25 00:00:00,2099.61,2108.87,2099.61,2104.95,563.4744
2026-05-25 01:00:00,2104.96,2107.39,2093.44,2093.45,295.6493
2026-05-25 02:00:00,2093.45,2113.35,2072.27,2097.6,543.602
2026-05-25 03:00:00,2098.35,2099.75,2093.34,2095.6,292.4414
2026-05-25 04:00:00,2095.59,2108.14,2092.5,2105.97,391.0821
2026-05-25 05:00:00,2105.83,2111.55,2104.55,2108.14,398.2158
2026-05-25 06:00:00,2108.22,2109.67,2099.27,2108.99,479.4048
2026-05-25 07:00:00,2109.0,2116.4,2106.78,2115.9,385.3831
2026-05-25 08:00:00,2116.28,2117.76,2111.7,2116.89,262.136
2026-05-25 09:00:00,2116.83,2123.3,2116.18,2117.1,358.5794
2026-05-25 10:00:00,2117.03,2121.04,2114.87,2116.68,214.7575
2026-05-25 11:00:00,2117.02,2120.29,2114.51,2114.95,212.1387
2026-05-25 12:00:00,2114.95,2119.4,2112.26,2117.4,175.4902
2026-05-25 13:00:00,2117.34,2119.99,2114.28,2116.35,168.3647
2026-05-25 14:00:00,2116.28,2129.89,2115.78,2128.75,392.1025
2026-05-25 15:00:00,2128.35,2136.73,2122.9,2127.12,380.7773
2026-05-25 16:00:00,2127.52,2140.73,2125.14,2136.55,341.4758
2026-05-25 17:00:00,2136.55,2140.09,2128.23,2129.01,346.3617
2026-05-25 18:00:00,2128.55,2140.81,2119.2,2126.88,334.9016
2026-05-25 19:00:00,2126.86,2126.86,2116.92,2121.75,395.0632
2026-05-25 20:00:00,2121.67,2122.82,2107.68,2108.64,374.6579
2026-05-25 21:00:00,2108.63,2112.84,2108.63,2111.2,273.6623
2026-05-25 22:00:00,2110.9,2115.53,2102.65,2104.5,413.0175
2026-05-25 23:00:00,2104.12,2113.39,2103.0,2113.34,444.6527
2026-05-26 00:00:00,2113.51,2113.74,2086.29,2097.74,628.4363
2026-05-26 01:00:00,2097.75,2100.29,2088.26,2094.99,619.4091
2026-05-26 02:00:00,2094.99,2095.48,2085.3,2088.03,661.9728
2026-05-26 03:00:00,2088.42,2093.65,2084.9,2093.11,462.4502
2026-05-26 04:00:00,2093.12,2096.44,2088.83,2093.68,463.9866
2026-05-26 05:00:00,2093.68,2103.32,2092.06,2100.77,371.2198
2026-05-26 06:00:00,2100.45,2103.35,2095.37,2101.72,417.7568
2026-05-26 07:00:00,2102.57,2102.63,2091.45,2095.75,380.9922
2026-05-26 08:00:00,2095.42,2100.14,2095.13,2097.34,318.2855
2026-05-26 09:00:00,2097.26,2099.62,2094.1,2096.87,429.288
2026-05-26 10:00:00,2095.85,2137.0,2094.75,2127.01,665.0564
2026-05-26 11:00:00,2127.23,2130.61,2118.61,2121.29,506.5959
2026-05-26 12:00:00,2121.3,2126.63,2111.63,2125.92,405.3325
2026-05-26 13:00:00,2125.92,2131.5,2111.14,2125.06,550.8442
2026-05-26 14:00:00,2124.82,2149.81,2108.25,2109.48,654.91
2026-05-26 15:00:00,2109.47,2111.73,2078.79,2087.87,843.6267
2026-05-26 16:00:00,2087.87,2089.97,2075.09,2079.33,583.1706
2026-05-26 17:00:00,2079.38,2083.51,2055.22,2071.17,570.6917
2026-05-26 18:00:00,2070.88,2080.45,2066.92,2068.15,348.8801
2026-05-26 19:00:00,2068.83,2076.84,2065.72,2074.59,280.35
2026-05-26 20:00:00,2074.21,2078.48,2074.18,2078.35,176.4329
2026-05-26 21:00:00,2078.35,2078.52,2069.46,2072.72,245.8603
2026-05-26 22:00:00,2073.19,2076.52,2066.0,2068.8,203.6177
2026-05-26 23:00:00,2068.79,2076.81,2068.79,2073.77,197.396
2026-05-27 00:00:00,2073.77,2084.23,2073.76,2083.58,293.4602
2026-05-27 01:00:00,2083.58,2083.74,2071.87,2074.53,182.4599
2026-05-27 02:00:00,2074.3,2075.33,2069.23,2074.96,242.2428
2026-05-27 03:00:00,2074.96,2080.0,2069.86,2070.22,323.2566
2026-05-27 04:00:00,2070.22,2073.07,2057.74,2072.51,439.7767
2026-05-27 05:00:00,2073.1,2078.1,2071.96,2077.89,229.9061
2026-05-27 06:00:00,2077.9,2081.35,2075.09,2079.62,188.4512
2026-05-27 07:00:00,2079.69,2084.16,2076.09,2083.91,272.5596
2026-05-27 08:00:00,2083.91,2096.4,2083.59,2085.19,494.6477
2026-05-27 09:00:00,2085.19,2087.54,2078.75,2083.8,272.1534
2026-05-27 10:00:00,2083.77,2132.09,2079.47,2080.29,452.4021
2026-05-27 11:00:00,2080.29,2085.29,2079.03,2079.84,183.8812
2026-05-27 12:00:00,2080.66,2096.67,2075.25,2078.75,404.7562
2026-05-27 13:00:00,2078.75,2080.63,2052.01,2063.88,602.7786
2026-05-27 14:00:00,2064.45,2071.45,2049.4,2062.83,580.6319
2026-05-27 15:00:00,2062.46,2078.09,2062.11,2071.38,550.6965
2026-05-27 16:00:00,2071.38,2081.54,2060.51,2070.14,505.7876
2026-05-27 17:00:00,2070.15,2070.15,2044.83,2052.57,566.7298
2026-05-27 18:00:00,2052.28,2056.91,2043.59,2056.72,520.3382
2026-05-27 19:00:00,2056.71,2060.97,2054.71,2057.8,422.1546
2026-05-27 20:00:00,2057.46,2065.84,2057.45,2063.29,398.0409
